url,temp_downloaded,user_decision,temp_path,final_path
https://images.unsplash.com/photo-1705219900008-4bea2740f837?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NTIzfHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_70.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_71.jpg
https://images.unsplash.com/profile-1485269427555-c394dd42c885?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-1597149516335-35be07735c71image?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-1562601805156-7339c22021f9?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-1524375077604-e2fe81639906?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-1540569148436-04bb248eece9?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/photo-1678626719534-727e94037a9d?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDU5fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_76.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_77.jpg
https://images.unsplash.com/photo-1509358271058-acd22cc93898?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzAwfHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_77.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_78.jpg
https://images.unsplash.com/profile-1756088359688-f2b55ad11ee4image?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/placeholder-avatars/extra-large.jpg?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.0.3,discarded,auto_skipped,,
https://images.unsplash.com/photo-1734900635193-a0108dd90057?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NTA3fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_80.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_81.jpg
https://images.unsplash.com/photo-1612687286248-9811801bd618?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTk1fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_81.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_82.jpg
https://images.unsplash.com/photo-1584655373592-377633b2f30b?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDc2fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_82.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_83.jpg
